Q45,Q46,Q57,Q184,Q218,Q254,source,tsne_x,tsne_y,tsne_x_3d,tsne_y_3d,tsne_z_3d
2.0,2.0,1.0,9.0,1.0,1.0,Survey,48.81308,-48.88697,15.800784,-15.599169,-9.71924
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-56.783314,-27.103064,-18.966412,-12.321765,-10.644431
1.0,2.0,2.0,7.0,2.0,1.0,Survey,-0.6196978,-19.12191,-0.7461747,-9.035481,6.593928
1.0,1.0,1.0,6.0,2.0,1.0,Survey,-18.024225,-35.0531,-8.538551,-14.142363,-0.99312675
1.0,1.0,2.0,1.0,1.0,1.0,Survey,-79.56204,-0.48772952,-29.8667,-0.4754355,-1.4397801
3.0,2.0,2.0,6.0,1.0,2.0,Survey,-24.36563,24.98357,-8.411204,9.438512,-5.855489
3.0,2.0,2.0,8.0,1.0,2.0,Survey,14.841689,28.478544,6.4294224,4.6482553,-9.877555
2.0,1.0,2.0,5.0,1.0,1.0,Survey,-37.903446,-14.7417965,-12.742516,-9.183212,-8.525141
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-2.3086653,57.112766,5.3584785,12.383572,12.238873
1.0,2.0,1.0,8.0,1.0,1.0,Survey,37.38139,-52.083588,13.024891,-20.641714,6.585687
1.0,3.0,2.0,1.0,1.0,3.0,Survey,-64.175224,20.251799,-22.537603,9.773029,2.8641639
1.0,2.0,1.0,6.0,2.0,1.0,Survey,-17.729462,-39.60181,-6.224345,-15.939867,0.91129786
1.0,2.0,1.0,5.0,2.0,1.0,Survey,-41.477592,-33.258804,-15.514212,-11.640282,1.8805255
1.0,2.0,1.0,10.0,1.0,1.0,Survey,60.906677,-38.905586,24.357496,-9.968448,5.6352067
2.0,2.0,1.0,9.0,1.0,1.0,Survey,48.81308,-48.88697,15.800784,-15.599169,-9.71924
1.0,2.0,2.0,5.0,1.0,2.0,Survey,-43.357677,18.128845,-14.216062,5.1253376,-12.124122
2.0,1.0,1.0,7.0,1.0,1.0,Survey,-5.2004423,-49.607082,1.2629067,-13.253228,-6.9511437
1.0,2.0,2.0,3.0,1.0,4.0,Survey,-56.33395,24.250858,-16.2853,10.262929,1.8401197
2.0,1.0,2.0,9.0,1.0,1.0,Survey,37.713062,-32.860065,13.670822,-7.9537888,-9.466357
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.20493,56.228302,3.9148803,6.381413,18.172255
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.1155677,-54.625153,5.801263,-13.137493,-14.804559
1.0,1.0,1.0,6.0,2.0,1.0,Survey,-18.025007,-35.052464,-8.538511,-14.142113,-0.99300665
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.1155677,-54.625153,5.801263,-13.137493,-14.804559
3.0,3.0,2.0,7.0,1.0,1.0,Survey,1.1713313,-7.8928638,2.7639124,-1.4995396,-12.096861
1.0,2.0,1.0,10.0,1.0,1.0,Survey,60.906677,-38.905586,24.357496,-9.968448,5.6352067
3.0,1.0,1.0,1.0,1.0,2.0,Survey,-60.835266,13.427835,-21.70644,5.7178555,-0.8498563
2.0,3.0,1.0,10.0,2.0,2.0,Survey,47.661068,10.55174,19.466516,5.550104,1.3530605
1.0,1.0,2.0,8.0,1.0,1.0,Survey,27.795815,-49.57441,8.121748,-15.211347,4.866245
1.0,3.0,1.0,10.0,1.0,3.0,Survey,49.76373,25.39893,16.137829,10.702069,6.384014
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-57.62031,-26.004557,-17.932865,-12.003428,-11.142944
2.0,2.0,2.0,5.0,2.0,1.0,Survey,-23.724726,-17.839104,-8.805637,-6.9628787,4.970292
2.0,2.0,1.0,8.0,2.0,1.0,Survey,11.45798,-36.74415,7.2669244,-9.446714,-2.3865356
3.0,3.0,2.0,3.0,1.0,2.0,Survey,-49.92755,4.7144427,-18.061907,4.0533814,3.311232
1.0,2.0,1.0,3.0,1.0,2.0,Survey,-57.491833,5.1666756,-17.58218,-2.321158,-2.2707527
1.0,1.0,1.0,1.0,3.0,1.0,Survey,-79.94775,-6.049345,-28.582777,-2.1990168,4.198215
3.0,1.0,2.0,9.0,1.0,1.0,Survey,35.59311,-30.288157,13.798425,-6.1547318,-7.845935
1.0,1.0,1.0,7.0,1.0,2.0,Survey,-11.080801,14.274128,-6.7712207,-1.7598072,-11.457897
1.0,2.0,2.0,7.0,3.0,2.0,Survey,-3.5699801,3.3682554,-0.74281156,1.6879007,9.506809
1.0,2.0,1.0,9.0,3.0,1.0,Survey,39.194344,-12.42652,10.720702,-3.7955394,7.7058268
3.0,3.0,1.0,9.0,1.0,4.0,Survey,27.40459,43.784542,10.587736,11.578364,-2.461624
1.0,2.0,2.0,7.0,3.0,1.0,Survey,2.301361,-23.676191,0.44663194,-3.8969793,9.618991
2.0,3.0,2.0,10.0,1.0,1.0,Survey,61.366592,3.0246437,20.395983,2.2934983,-5.6732283
3.0,4.0,1.0,10.0,1.0,2.0,Survey,39.92069,46.918304,15.10427,7.4917483,-4.9786973
2.0,1.0,1.0,8.0,1.0,1.0,Survey,18.869999,-46.59592,7.762834,-12.856822,-7.437158
3.0,2.0,1.0,1.0,3.0,1.0,Survey,-76.34637,-6.354605,-25.845728,0.1739565,3.059
1.0,1.0,1.0,7.0,2.0,2.0,Survey,-9.238532,10.2253895,-2.965551,0.8001004,14.473073
3.0,2.0,2.0,1.0,1.0,1.0,Survey,-70.58304,4.124279,-25.214594,2.3750231,-0.9659529
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.31391,53.63407,12.258514,11.002987,-9.408979
2.0,2.0,2.0,3.0,1.0,3.0,Survey,-52.345238,8.009463,-17.75994,4.8195033,0.9012313
1.0,2.0,1.0,10.0,2.0,1.0,Survey,46.786068,-7.6380215,15.232893,-4.067151,10.503649
1.0,1.0,2.0,8.0,1.0,1.0,Survey,27.795815,-49.57441,8.121748,-15.211347,4.866245
2.0,1.0,2.0,8.0,3.0,2.0,Survey,14.083669,6.548337,4.3613687,2.422511,6.2668767
1.0,2.0,1.0,9.0,2.0,1.0,Survey,36.98931,-14.14901,11.851303,-6.114027,9.819578
2.0,2.0,2.0,8.0,1.0,1.0,Survey,20.334959,-59.878197,7.35204,-4.6469884,-17.082945
2.0,2.0,1.0,10.0,1.0,1.0,Survey,78.88747,-6.819259,25.836624,-1.7902702,-2.1066754
1.0,1.0,1.0,9.0,2.0,1.0,Survey,40.87022,-17.43383,12.579778,-7.8326225,6.6638403
2.0,1.0,1.0,5.0,1.0,1.0,Survey,-44.157898,-21.289877,-11.734481,-9.455335,-4.733958
1.0,2.0,1.0,9.0,1.0,1.0,Survey,44.79567,-42.49925,16.777874,-16.082146,6.5035515
1.0,3.0,2.0,9.0,2.0,1.0,Survey,35.591522,-8.734775,15.241358,-11.558032,3.7970753
2.0,2.0,1.0,10.0,1.0,1.0,Survey,78.88747,-6.819259,25.836624,-1.7902702,-2.1066754
2.0,2.0,2.0,5.0,2.0,3.0,Survey,-27.624302,10.335354,-10.060446,6.5937324,3.1350708
3.0,2.0,2.0,4.0,2.0,2.0,Survey,-48.08758,2.0280387,-10.841138,-1.1719731,3.1865954
1.0,2.0,2.0,8.0,3.0,1.0,Survey,15.897344,-24.684147,4.397887,-3.8052483,10.641436
2.0,2.0,1.0,10.0,2.0,1.0,Survey,53.86202,-7.804258,19.627708,-2.7845576,1.1566631
1.0,2.0,2.0,7.0,1.0,2.0,Survey,-7.683713,41.68212,-2.5441086,15.244154,-9.702159
2.0,2.0,1.0,9.0,1.0,1.0,Survey,48.81308,-48.88697,15.800784,-15.599169,-9.71924
2.0,1.0,1.0,1.0,2.0,1.0,Survey,-72.721924,-1.893466,-27.34159,-1.3526591,1.3970346
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.03718,53.228485,12.350589,11.084159,-8.715846
1.0,3.0,2.0,7.0,3.0,1.0,Survey,3.1465933,-23.00098,1.3628676,-4.7666907,9.305074
2.0,3.0,2.0,6.0,1.0,2.0,Survey,-23.696014,22.167263,-9.104223,7.3343697,-7.7982655
1.0,1.0,2.0,5.0,1.0,2.0,Survey,-46.720802,17.278568,-15.275472,1.8980812,-11.429907
2.0,1.0,2.0,1.0,2.0,5.0,Survey,-60.981632,24.75744,-19.330194,12.282311,3.1820536
1.0,2.0,1.0,10.0,1.0,1.0,Survey,61.537815,-38.946922,23.815136,-10.530756,5.343499
2.0,2.0,1.0,9.0,2.0,2.0,Survey,28.868286,11.520373,8.534315,4.4586854,1.772209
1.0,1.0,2.0,1.0,2.0,1.0,Survey,-82.465256,-1.1607583,-30.836697,-1.4159079,1.2508546
1.0,1.0,1.0,10.0,3.0,1.0,Survey,45.41294,-13.546566,14.794988,-4.623674,5.9867125
2.0,2.0,2.0,2.0,2.0,1.0,Survey,-64.27802,0.33092973,-21.920124,-0.104576126,3.6969178
1.0,1.0,1.0,7.0,3.0,1.0,Survey,0.42546582,-27.126038,-2.592163,-2.603931,12.307392
1.0,2.0,2.0,4.0,1.0,1.0,Survey,-55.747,-19.359486,-18.287096,-8.412025,-6.976304
1.0,2.0,2.0,10.0,1.0,2.0,Survey,44.13587,21.957165,15.680804,11.511791,10.823107
1.0,2.0,2.0,6.0,2.0,3.0,Survey,-18.555052,8.528754,-5.6431594,7.1386375,7.602616
2.0,2.0,1.0,9.0,1.0,2.0,Survey,31.390299,32.796955,9.062624,15.877723,6.135965
2.0,1.0,1.0,8.0,2.0,1.0,Survey,16.420486,-39.48252,9.131596,-9.426589,1.539588
1.0,2.0,2.0,9.0,1.0,1.0,Survey,45.95672,-36.22085,14.341767,-14.639656,3.2061975
1.0,2.0,1.0,5.0,2.0,1.0,Survey,-41.525078,-33.35353,-15.323886,-11.701916,1.8102363
1.0,2.0,2.0,6.0,1.0,1.0,Survey,-12.160597,-27.093988,-9.845469,-14.900947,-10.782567
2.0,1.0,1.0,1.0,1.0,1.0,Survey,-72.44996,0.2071625,-26.475636,-0.8266524,-1.8289522
2.0,2.0,2.0,9.0,1.0,2.0,Survey,41.285706,34.13218,18.370516,19.025928,1.6533613
1.0,3.0,1.0,9.0,1.0,1.0,Survey,46.615044,-41.292465,17.499308,-14.723089,5.0294886
1.0,2.0,1.0,8.0,2.0,1.0,Survey,18.967743,-31.871723,7.9927316,-7.81708,10.091317
2.0,1.0,2.0,1.0,1.0,1.0,Survey,-73.12809,2.1949234,-27.819883,0.7806761,-1.1993884
2.0,1.0,1.0,8.0,3.0,3.0,Survey,15.1335745,6.579566,3.8469977,3.2075608,5.4982524
1.0,2.0,2.0,7.0,2.0,1.0,Survey,-0.6242001,-19.06775,-0.58091474,-9.278161,6.3959126
1.0,2.0,1.0,1.0,1.0,1.0,Survey,-75.51299,-1.0736071,-27.836342,0.21420485,-4.563155
1.0,2.0,2.0,3.0,2.0,1.0,Survey,-57.41536,-5.397564,-18.54302,-3.0872006,3.4480784
2.0,2.0,1.0,5.0,1.0,1.0,Survey,-44.378498,-17.480198,-10.669876,-5.848963,-5.0980263
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-57.647594,-26.414,-18.609793,-11.745751,-11.225975
2.0,2.0,1.0,5.0,1.0,2.0,Survey,-30.527918,17.26185,-10.879854,4.378804,-3.48927
1.0,2.0,2.0,1.0,1.0,1.0,Survey,-76.62914,2.3105817,-29.648283,2.8177154,-2.0428987
1.0,1.0,1.0,3.0,3.0,1.0,Survey,-60.46455,-5.165781,-18.742746,-4.785719,5.477514
1.0,3.0,2.0,1.0,1.0,3.0,Survey,-64.17604,20.253378,-22.538164,9.773905,2.8656812
2.0,2.0,1.0,8.0,3.0,1.0,Survey,10.972659,-31.13223,6.0917983,-2.4223487,5.7964687
1.0,2.0,1.0,10.0,2.0,1.0,Survey,46.30923,-7.4880157,15.823567,-4.0250864,10.906934
2.0,2.0,2.0,6.0,2.0,1.0,Survey,-18.488972,-18.41367,-5.4062786,-7.9568624,4.3834133
1.0,2.0,1.0,3.0,3.0,1.0,Survey,-60.29636,-4.054055,-18.35668,-3.7131517,5.8747945
2.0,2.0,2.0,10.0,1.0,1.0,Survey,67.33302,5.071794,21.94996,0.5049586,-10.547868
3.0,3.0,1.0,8.0,1.0,1.0,Survey,7.3490043,-47.635174,3.576034,-8.928514,-10.852228
1.0,3.0,2.0,8.0,3.0,3.0,Survey,12.459354,14.667235,2.882103,5.2639,7.6488786
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.37216,57.204132,3.7176676,6.4363494,18.571632
2.0,2.0,1.0,6.0,1.0,1.0,Survey,-9.419927,-41.846256,-5.1470056,-11.324236,-7.9585414
1.0,1.0,1.0,4.0,2.0,2.0,Survey,-39.881718,-1.612968,-12.623604,-0.59161174,-1.8630947
1.0,1.0,1.0,1.0,2.0,1.0,Survey,-79.95978,-3.9387443,-28.794712,-2.9633172,1.8716341
2.0,2.0,2.0,5.0,2.0,4.0,Survey,-28.435287,33.14298,-9.075582,8.87532,3.044573
2.0,2.0,1.0,9.0,1.0,2.0,Survey,31.145248,32.508442,9.070528,15.473101,6.024188
1.0,1.0,2.0,10.0,1.0,1.0,Survey,56.684593,-26.796576,21.298597,-7.3125305,11.373844
1.0,1.0,1.0,8.0,1.0,2.0,Survey,24.714676,22.392406,7.9852033,5.2082515,16.411612
1.0,1.0,2.0,1.0,2.0,1.0,Survey,-82.47175,-0.9107658,-30.71974,-0.9284176,1.2983686
1.0,1.0,1.0,10.0,2.0,1.0,Survey,46.778934,-15.954165,16.168879,-6.751277,7.4465675
1.0,2.0,1.0,5.0,1.0,1.0,Survey,-48.925102,-31.670809,-17.42189,-12.643606,-2.8992748
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-2.3727713,57.894993,5.166489,12.46148,12.770124
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.31391,53.63407,12.258514,11.002987,-9.408979
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.240304,56.19448,4.3174286,6.223262,19.367994
1.0,2.0,2.0,3.0,1.0,1.0,Survey,-59.336277,-11.856275,-21.115564,-6.0578494,-2.6876912
1.0,1.0,2.0,2.0,2.0,1.0,Survey,-68.09873,-6.639765,-22.231606,-3.254701,4.2954316
1.0,2.0,2.0,1.0,3.0,1.0,Survey,-83.01938,6.936799,-29.743122,2.287712,5.2455816
3.0,3.0,2.0,8.0,3.0,2.0,Survey,12.353169,-6.823321,3.7224302,0.9689972,-2.4051685
1.0,2.0,1.0,7.0,2.0,1.0,Survey,-1.980098,-30.294653,-1.4345475,-15.424782,0.55310243
2.0,2.0,1.0,10.0,1.0,5.0,Survey,26.975918,47.415848,11.963176,14.281921,-0.70101637
1.0,3.0,2.0,10.0,1.0,3.0,Survey,42.571774,26.508091,14.431708,11.108856,7.175842
3.0,1.0,1.0,8.0,2.0,2.0,Survey,17.784866,3.405236,6.5216813,3.4300225,-1.8875437
2.0,2.0,1.0,6.0,1.0,1.0,Survey,-9.396607,-41.87502,-5.1896863,-11.43793,-7.9926023
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.1155677,-54.625153,5.801263,-13.137493,-14.804559
3.0,2.0,1.0,7.0,1.0,1.0,Survey,0.6752913,-42.749214,0.09193467,-8.568918,-9.195149
1.0,2.0,1.0,9.0,2.0,1.0,Survey,36.98931,-14.14901,11.851303,-6.114027,9.819578
2.0,2.0,1.0,7.0,2.0,2.0,Survey,-4.974809,14.445347,-0.7809257,4.5677657,0.17306219
2.0,2.0,2.0,9.0,2.0,1.0,Survey,29.938107,-14.428304,10.16639,-2.8869126,0.96528316
1.0,2.0,2.0,5.0,3.0,2.0,Survey,-32.163563,-0.066981904,-11.226398,2.493185,10.407573
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-36.909966,-11.059312,-14.069138,-6.9305215,-11.745856
1.0,3.0,2.0,3.0,3.0,3.0,Survey,-40.907143,5.6224804,-15.480121,4.1951118,7.199838
1.0,2.0,1.0,8.0,3.0,1.0,Survey,14.08756,-28.415752,7.1237407,-4.379238,8.547161
1.0,2.0,2.0,6.0,1.0,1.0,Survey,-12.160619,-27.093834,-9.845529,-14.900924,-10.782601
1.0,1.0,2.0,4.0,1.0,1.0,Survey,-53.193096,-20.841415,-15.976326,-9.771673,-7.2247667
2.0,2.0,1.0,10.0,1.0,4.0,Survey,28.737904,47.73782,13.023323,13.625836,0.026986022
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.22569,-19.911263,19.200981,-10.0423975,-2.909228
3.0,2.0,2.0,7.0,3.0,1.0,Survey,9.631646,-13.505313,-0.33076867,-2.938365,4.698507
3.0,2.0,2.0,9.0,1.0,1.0,Survey,37.5582,-27.758106,13.2152,-3.7988582,-8.711897
2.0,3.0,2.0,8.0,1.0,3.0,Survey,10.576437,33.687004,6.839704,14.231185,-5.563813
1.0,1.0,1.0,1.0,1.0,2.0,Survey,-73.44676,20.88859,-26.490112,9.276141,-2.7918277
1.0,2.0,2.0,1.0,2.0,1.0,Survey,-80.53701,3.5584507,-31.28801,1.9159958,2.2963834
1.0,3.0,2.0,10.0,2.0,1.0,Survey,40.771427,-4.2925715,17.98994,0.17186093,7.963491
1.0,3.0,2.0,3.0,1.0,1.0,Survey,-58.37039,-12.764004,-20.530193,-6.4695535,-1.366951
1.0,1.0,1.0,6.0,1.0,1.0,Survey,-13.427526,-46.94515,-9.81854,-14.278621,-5.7090597
2.0,2.0,2.0,2.0,1.0,2.0,Survey,-63.827953,10.638077,-20.907373,3.3029904,0.7152555
1.0,2.0,2.0,6.0,2.0,2.0,Survey,-16.392197,6.3082323,-5.438045,5.2965293,9.484601
2.0,3.0,1.0,6.0,2.0,1.0,Survey,-10.956738,-35.317028,-4.8718014,-8.293486,-0.7902462
1.0,2.0,2.0,5.0,2.0,1.0,Survey,-29.170616,-38.213573,-11.411621,-10.290305,9.383776
2.0,2.0,2.0,5.0,2.0,2.0,Survey,-24.271679,1.0312852,-9.495367,1.8402973,4.0416446
2.0,1.0,1.0,9.0,1.0,1.0,Survey,34.188526,-35.64019,13.2845125,-10.284201,-6.6208587
1.0,2.0,1.0,10.0,1.0,2.0,Survey,50.846367,22.231607,18.576363,9.834452,7.9626884
2.0,2.0,2.0,10.0,1.0,2.0,Survey,51.7415,36.160767,21.385962,16.064142,-3.1921787
1.0,2.0,2.0,1.0,3.0,2.0,Survey,-79.08846,12.130625,-27.3273,3.348873,6.6890764
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-9.574665,24.459574,-2.3789458,2.635121,-7.671395
2.0,3.0,2.0,8.0,1.0,2.0,Survey,9.985314,31.515322,5.6684604,3.510324,-13.593568
1.0,2.0,1.0,5.0,1.0,2.0,Survey,-35.505703,14.526311,-11.631671,1.1693413,-7.5611916
2.0,2.0,2.0,10.0,1.0,2.0,Survey,51.890656,36.8012,22.147352,15.499967,-2.9584062
3.0,2.0,1.0,10.0,2.0,1.0,Survey,57.301857,-9.119177,16.674522,-2.9059753,-1.1941476
2.0,2.0,1.0,2.0,1.0,2.0,Survey,-61.661594,10.172159,-20.2752,2.3450549,-1.2162781
2.0,3.0,2.0,4.0,3.0,3.0,Survey,-40.675735,8.094581,-14.630627,6.158351,4.815737
1.0,2.0,2.0,1.0,1.0,1.0,Survey,-76.628044,2.3139045,-29.649218,2.8191607,-2.042579
2.0,1.0,1.0,9.0,1.0,1.0,Survey,34.185593,-35.468056,13.657383,-10.272923,-6.556908
3.0,2.0,2.0,3.0,3.0,1.0,Survey,-52.883835,-2.060286,-18.854986,-0.61933285,5.34146
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-35.576538,-21.001385,-8.987247,-5.806234,-0.5947817
2.0,1.0,1.0,10.0,3.0,1.0,Survey,51.19625,-12.717926,15.4419775,-3.9497757,3.2528026
2.0,2.0,2.0,5.0,1.0,2.0,Survey,-36.556007,26.123234,-12.841733,10.636112,-4.9929237
3.0,1.0,2.0,2.0,1.0,2.0,Survey,-60.264664,14.069897,-20.76981,5.6201334,-0.24406534
2.0,2.0,2.0,9.0,1.0,1.0,Survey,41.490314,-30.739885,12.641783,-5.806875,-12.840486
3.0,2.0,2.0,10.0,1.0,2.0,Survey,46.574852,48.70175,17.251595,8.057421,-9.85872
2.0,2.0,2.0,7.0,3.0,2.0,Survey,-1.4057066,4.8243256,-0.82061654,0.82880306,6.6710715
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.22569,-19.911263,19.200981,-10.0423975,-2.909228
1.0,2.0,2.0,5.0,2.0,1.0,Survey,-29.163443,-38.150787,-11.034831,-10.0819435,9.092995
2.0,1.0,1.0,7.0,1.0,1.0,Survey,-5.1702604,-49.825275,1.1455238,-13.482929,-6.6521354
1.0,2.0,1.0,1.0,1.0,1.0,Survey,-75.51135,-1.0735971,-27.841951,0.21697547,-4.5637107
2.0,2.0,2.0,2.0,1.0,2.0,Survey,-63.823753,10.63613,-20.90314,3.30061,0.7125282
1.0,1.0,1.0,1.0,1.0,3.0,Survey,-72.73033,22.22507,-25.749908,10.5019045,-3.32197
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.22569,-19.911263,19.200981,-10.0423975,-2.909228
2.0,2.0,2.0,1.0,2.0,2.0,Survey,-73.31157,9.556725,-24.70633,4.5193443,3.2173507
2.0,2.0,1.0,7.0,2.0,1.0,Survey,1.4983718,-34.495457,-0.45591885,-10.967961,-1.5637548
2.0,2.0,2.0,9.0,3.0,2.0,Survey,31.801498,3.8677568,10.638558,1.1990209,3.1497815
2.0,2.0,2.0,9.0,1.0,2.0,Survey,41.407764,34.02942,18.531668,18.729961,1.724191
2.0,2.0,1.0,8.0,2.0,2.0,Survey,21.301338,5.279346,5.5534515,5.490027,1.2729723
3.0,3.0,2.0,2.0,2.0,4.0,Survey,-59.378353,19.650919,-18.778717,7.9383693,3.9000971
3.0,2.0,1.0,8.0,1.0,2.0,Survey,19.315374,30.330223,6.9313383,3.6141818,-6.7554765
2.0,2.0,1.0,3.0,1.0,2.0,Survey,-55.07054,6.6147776,-18.023977,1.0627044,-1.443036
2.0,2.0,2.0,3.0,1.0,1.0,Survey,-52.156685,-6.6424894,-21.069956,-0.08302835,-4.029072
2.0,2.0,1.0,2.0,1.0,1.0,Survey,-67.19553,0.8352227,-22.65357,-0.29131135,-1.3552768
2.0,2.0,1.0,5.0,3.0,1.0,Survey,-31.18898,-22.860205,-11.277625,-3.3854141,9.074595
2.0,2.0,1.0,7.0,2.0,1.0,Survey,1.5015879,-34.485767,-0.86425126,-11.241929,-1.5346866
1.0,2.0,1.0,9.0,1.0,2.0,Survey,32.211437,25.313745,11.140983,9.534141,17.335133
2.0,1.0,2.0,10.0,1.0,5.0,Survey,26.009151,47.399376,11.091177,14.960776,-0.82422215
3.0,2.0,1.0,6.0,1.0,1.0,Survey,-6.500911,-41.85595,-3.7734058,-8.965598,-8.39404
1.0,2.0,2.0,5.0,2.0,2.0,Survey,-34.669605,4.1299467,-11.873221,6.14943,11.476845
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.04117,53.38579,12.621904,11.544783,-9.051747
3.0,2.0,2.0,7.0,1.0,1.0,Survey,2.7582374,-6.9275923,1.6881053,-3.3886921,-11.375342
2.0,2.0,1.0,4.0,2.0,1.0,Survey,-38.11553,-19.188982,-12.225107,-6.2101426,0.35761738
2.0,3.0,1.0,7.0,2.0,1.0,Survey,1.7166337,-33.035557,0.25785545,-11.732729,-0.4950817
1.0,1.0,1.0,2.0,1.0,1.0,Survey,-65.79621,-7.4113445,-24.053743,-3.0703735,-2.8398166
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.22569,-19.911263,19.200981,-10.0423975,-2.909228
2.0,2.0,1.0,9.0,2.0,1.0,Survey,33.545837,-19.098204,11.6434,-5.445075,-0.8810017
1.0,2.0,2.0,10.0,1.0,5.0,Survey,25.017921,48.083145,11.474304,15.942099,-1.508732
2.0,2.0,2.0,10.0,1.0,1.0,Survey,67.95671,4.133386,22.438496,-1.2863308,-10.766765
1.0,1.0,1.0,10.0,1.0,2.0,Survey,51.589764,18.059574,19.232744,6.912325,10.772783
2.0,3.0,2.0,8.0,2.0,2.0,Survey,12.605684,18.104624,3.3039584,3.4147236,-3.0673656
2.0,2.0,2.0,5.0,1.0,2.0,Survey,-36.96939,26.209175,-12.93501,10.554583,-5.366602
1.0,3.0,2.0,5.0,2.0,2.0,Survey,-34.4002,7.1493864,-12.678939,5.694625,7.916947
2.0,2.0,2.0,6.0,2.0,4.0,Survey,-26.634823,33.702633,-7.0480413,9.278224,3.564817
1.0,2.0,1.0,7.0,2.0,3.0,Survey,-6.8116035,9.935076,-3.441306,9.076156,6.4707994
2.0,2.0,2.0,2.0,1.0,2.0,Survey,-63.826122,10.637057,-20.905367,3.3012955,0.71362364
3.0,3.0,2.0,8.0,1.0,2.0,Survey,11.79978,28.616997,5.883961,2.0576484,-11.008476
3.0,2.0,1.0,9.0,1.0,2.0,Survey,26.650526,33.522076,10.146033,6.5385303,-5.2201824
1.0,2.0,1.0,8.0,2.0,2.0,Survey,20.206903,11.445014,3.733344,2.1394763,14.440062
2.0,1.0,2.0,5.0,2.0,2.0,Survey,-26.896711,0.98023164,-8.817743,2.3006446,6.190244
2.0,2.0,1.0,8.0,2.0,2.0,Survey,20.887232,4.967783,4.6556015,5.404512,1.0332336
2.0,4.0,2.0,3.0,2.0,1.0,Survey,-42.99215,6.0606728,-16.064796,3.6518657,5.027633
1.0,2.0,2.0,3.0,1.0,5.0,Survey,-57.53874,24.569212,-16.72239,10.860119,2.3122058
3.0,2.0,1.0,10.0,1.0,1.0,Survey,65.463646,-9.900769,17.522135,-3.66679,-4.132021
1.0,2.0,1.0,2.0,2.0,1.0,Survey,-64.93652,-4.6733317,-23.497149,-4.128777,1.8982776
2.0,2.0,1.0,10.0,2.0,1.0,Survey,53.872036,-7.6850224,19.38169,-2.5146563,1.3466642
2.0,3.0,1.0,8.0,1.0,2.0,Survey,15.026648,33.593918,4.9100876,13.5990505,3.7065496
1.0,2.0,2.0,4.0,1.0,1.0,Survey,-55.746017,-19.36401,-18.28618,-8.415932,-6.9790816
2.0,2.0,2.0,8.0,1.0,2.0,Survey,6.3342056,37.321846,5.062825,8.026504,-12.862182
2.0,2.0,2.0,8.0,1.0,1.0,Survey,20.469175,-60.3272,8.1484585,-4.9108224,-17.06973
1.0,2.0,2.0,2.0,1.0,5.0,Survey,-58.85681,24.725294,-17.832428,11.331954,2.3096397
2.0,2.0,2.0,10.0,2.0,2.0,Survey,42.240063,10.980333,15.81311,4.9875045,1.934626
2.0,2.0,1.0,8.0,1.0,2.0,Survey,18.045034,36.79311,2.3595998,16.039833,1.0480374
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.876915,-19.903318,18.9584,-11.280904,-3.7300603
3.0,2.0,1.0,10.0,2.0,1.0,Survey,57.31169,-9.123081,16.669245,-2.9061754,-1.1986654
1.0,2.0,2.0,4.0,2.0,2.0,Survey,-37.93101,3.5581925,-14.013327,5.545751,10.491394
1.0,3.0,1.0,5.0,1.0,1.0,Survey,-51.668533,-31.371006,-18.54171,-13.697632,-4.708284
2.0,2.0,2.0,1.0,2.0,1.0,Survey,-73.79149,5.674163,-26.903309,2.3544052,1.4129361
3.0,2.0,2.0,7.0,1.0,1.0,Survey,2.7571375,-6.9282513,1.6881076,-3.387452,-11.376374
1.0,2.0,1.0,2.0,3.0,2.0,Survey,-68.79708,9.858287,-24.463844,1.1823277,7.375336
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-9.61113,24.383219,-2.2702417,2.1020854,-7.0422816
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-14.50164,-55.549595,-3.2330682,-19.017488,-9.417294
1.0,2.0,2.0,7.0,3.0,1.0,Survey,2.3014593,-23.676306,0.4467211,-3.896927,9.619082
